"melid";"performer";"title";"solopart";"chorus_count";"instrument";"style";"tonalitytype";"genre";"rhythmfeel";"avgtempo";"tempoclass";"key";"signature";"recordingdate";"composer";"form";"template";"label";"releasedate";"numnotes";"duration";"recordingyear"
221;"John Coltrane";"Countdown";1;8;"ts";"HARDBOP";"FUNCTIONAL";"ORIGINAL";"SWING";337,6;"UP";"Bb-maj";"4/4";"1959-05-04";"Coltrane";"A16";"Tune Up";"Atlantic Records";1995;867;89;1959
222;"John Coltrane";"Giant Steps";1;11;"ts";"HARDBOP";"FUNCTIONAL";"ORIGINAL";"SWING";290,3;"UP";"Eb-maj";"4/4";"1959";"John Coltrane";"A16";"";"Atlantic Records";1959;1127;147,5;1959
223;"John Coltrane";"Giant Steps";2;2;"ts";"HARDBOP";"FUNCTIONAL";"ORIGINAL";"SWING";299,2;"UP";"Eb-maj";"4/4";"1959";"John Coltrane";"A16";"";"Atlantic Records";1959;198;25,1;1959
224;"John Coltrane";"Impressions";1;31;"ts";"POSTBOP";"MODAL";"ORIGINAL";"SWING";293,4;"UP";"D-min";"4/4";"1961-11-05";"John Coltrane";"A8A8B8A8";"So what";"Impulse";1987;4954;816,3;1961
225;"John Coltrane";"Impressions";1;13;"ts";"POSTBOP";"MODAL";"ORIGINAL";"SWING";278,7;"UP";"D-min";"4/4";"1963-10-22";"John Coltrane";"A8A8B8A8";"So what";"Pablo Records";1977;1954;370,3;1963
226;"John Coltrane";"Mr. P.C.";1;16;"ts";"HARDBOP";"BLUES";"ORIGINAL";"SWING";258,2;"UP";"C-min";"4/4";"1959-05-04";"Coltrane";"A12";"Blues";"Atlantic Records";1995;1165;178,7;1959
227;"John Coltrane";"My Favorite Things";1;1;"ss";"POSTBOP";"MODAL";"GREAT AMERICAN SONGBOOK";"SWING";179,3;"MEDIUM UP";"E-min";"3/4";"1960-10-21";"Richard Rogers & Oscar Hammerstein";"open";"";"Atlantic Records";1995;743;141,9;1960
228;"John Coltrane";"My Favorite Things";2;1;"ss";"POSTBOP";"MODAL";"GREAT AMERICAN SONGBOOK";"SWING";178,9;"MEDIUM UP";"E-maj";"3/4";"1960-10-21";"Richard Rogers & Oscar Hammerstein";"open";"";"Atlantic Records";1995;723;139,9;1960
229;"John Coltrane";"Nature Boy";1;1;"ts";"POSTBOP";"MODAL";"GREAT AMERICAN SONGBOOK";"SWING";186,1;"UP";"E-min";"4/4";"18.02.1963";"Eden Abhez";"open";"";"Impulse! Records";1965;1292;255,8;1963
230;"John Coltrane";"Nutty";1;3;"ts";"HARDBOP";"FUNCTIONAL";"ORIGINAL";"SWING";137,8;"MEDIUM";"Bb-maj";"4/4";"June/July 1957";"Thelonious Monk";"A8A8B8A8";"";"Giants of Jazz";1990;1226;169,5;1957
231;"John Coltrane";"Oleo";1;4;"ts";"HARDBOP";"FUNCTIONAL";"ORIGINAL";"SWING";266,2;"UP";"Bb-maj";"4/4";"1956-10-26";"Sonny Rollins";"A8A8B8A8";"I Got Rhythm";"Prestige";1958;656;114,4;1956
232;"John Coltrane";"Soultrane";1;1;"ts";"HARDBOP";"FUNCTIONAL";"ORIGINAL";"SWING";82,1;"MEDIUM SLOW";"Eb-maj";"4/4";"1956-11-30";"Tadd Dameron";"A8A8B8A8";"";"Giants of Jazz";1990;357;95,3;1956
233;"John Coltrane";"So What";1;2;"ts";"POSTBOP";"MODAL";"ORIGINAL";"SWING";141,6;"MEDIUM UP";"D-maj";"4/4";"1959-03-02";"Davis/Evans";"A8A8B8A8";"So What";"CBS";1962;479;107,5;1959
234;"John Coltrane";"Trane's Blues";1;7;"ts";"HARDBOP";"BLUES";"ORIGINAL";"SWING";164,9;"MEDIUM UP";"Bb-maj";"4/4";"1956-05-11";"John Coltrane";"A12";"Blues";"Giants of Jazz";1990;412;118,8;1956
235;"Johnny Dodds";"Got No Blues";1;1;"cl";"TRADITIONAL";"FUNCTIONAL";"ORIGINAL";"TWOBEAT";141,9;"MEDIUM UP";"F-maj";"4/4";"1927-12-09";"Lillian Hardin";"A8B8";"";"Pendragon Press, New York";2007;100;27,2;1927
236;"Johnny Dodds";"Heebie Jeebies";1;1;"cl";"TRADITIONAL";"FUNCTIONAL";"GREAT AMERICAN SONGBOOK";"TWOBEAT";165,8;"MEDIUM UP";"Ab-maj";"4/4";"1926-02-26";"Boyd Atkins";"A18";"";"Pendragon Press, New York";2007;106;25,6;1926
237;"Johnny Dodds";"Hotter than That";1;1;"cl";"TRADITIONAL";"FUNCTIONAL";"ORIGINAL";"TWOBEAT";212,4;"UP";"Eb-maj";"4/4";"1927-12-13";"Lillian Hardin";"A16";"";"Pendragon Press, New York";2007;170;36,2;1927
238;"Johnny Dodds";"Muskrat Ramble";1;1;"cl";"TRADITIONAL";"FUNCTIONAL";"ORIGINAL";"TWOBEAT";185,1;"UP";"Ab-maj";"4/4";"1926-06-16";"Edward Ory";"A16";"";"Pendragon Press, New York";2007;93;20;1926
239;"Johnny Dodds";"My Heart";1;1;"cl";"TRADITIONAL";"FUNCTIONAL";"ORIGINAL";"TWOBEAT";192,2;"UP";"Eb-maj";"4/4";"1925-11-12";"Lillian Hardin";"A8B8";"";"Pendragon Press, New York";2007;111;20,2;1925
240;"Johnny Dodds";"Once in a While";1;1;"cl";"TRADITIONAL";"FUNCTIONAL";"GREAT AMERICAN SONGBOOK";"TWOBEAT";208,5;"UP";"C-maj";"4/4";"1927-12-10";"William H. Butler";"A16";"";"Pendragon Press, New York";2007;142;34,6;1927
241;"Johnny Hodges";"Bunny";1;1;"as";"SWING";"FUNCTIONAL";"ORIGINAL";"SWING";114,4;"MEDIUM";"C-maj";"4/4";"1959-11-17";"Shorty Rogers";"A8A8B8A8";"";"Verve Records";1960;203;66,9;1959
242;"Johnny Hodges";"Early Morning Rock";1;2;"as";"SWING";"BLUES";"ORIGINAL";"SWING";175,6;"MEDIUM UP";"Eb-maj";"4/4";"1957-09-03";"Johnny Hodges";"A12";"Blues";"PolyGram Records, Inc.";1994;117;33,6;1957
243;"Joshua Redman";"Blues on Sunday";1;6;"ts";"POSTBOP";"BLUES";"ORIGINAL";"SWING";132,7;"MEDIUM";"Eb-maj";"4/4";"1992";"Joshua Redman";"A12";"Blues";"Warner Bros.";1993;619;133,7;1992
244;"Joshua Redman";"Home Fries";1;6;"ts";"POSTBOP";"BLUES";"ORIGINAL";"SWING";181,4;"UP";"Eb-maj";"4/4";"1996";"Joshua Redman";"A16";"Blues";"Warner Bros.";1996;590;128,6;1996
245;"Joshua Redman";"I Got You";1;3;"ts";"FUSION";"BLUES";"ORIGINAL";"FUNK";145,2;"MEDIUM UP";"G-min";"4/4";"1992";"James Brown";"A12";"Blues";"Warner Bros.";1993;306;60,9;1992
246;"Joshua Redman";"Sweet Sorrow";1;1;"ts";"POSTBOP";"COLOR";"ORIGINAL";"BALLAD";53;"SLOW";"G-min";"6/8";"1994";"Redman";"A8A8B8B8";"";"Warner Bros.";1994;502;163,6;1994
247;"Joshua Redman";"Tears in Heaven";1;2;"ts";"FUSION";"FUNCTIONAL";"ORIGINAL";"FUNK";84;"MEDIUM SLOW";"Bb-maj";"4/4";"1993";"Eric Clapton/Will Jennings";"A10B10";"";"Warner Bros.";1993;405;98,7;1993
248;"Kai Winding";"Tiny's Blues";1;5;"tb";"BEBOP";"BLUES";"ORIGINAL";"SWING";222,5;"UP";"F-maj";"4/4";"1948";"Kahn/Cohn";"A12";"Blues";"Trumpets of Jericho Ltd.";NA;208;63,4;1948
249;"Kenny Dorham";"Blues in Be-Bop";1;2;"tp";"BEBOP";"BLUES";"ORIGINAL";"SWING";186,7;"UP";"Eb-maj";"4/4";"1946-09-04";"McKinley/Dorham";"A12";"Blues";"Membran Music Ltd.";2005;158;30,4;1946
250;"Kenny Dorham";"Doodlin'";1;3;"tp";"HARDBOP";"BLUES";"ORIGINAL";"SWING";121,1;"MEDIUM";"Db-maj";"4/4";"1954-11-13";"H.Silver";"A12";"Blues";"Membran Music Ltd.";2005;230;71,2;1954
251;"Kenny Dorham";"In 'n Out";1;12;"tp";"POSTBOP";"BLUES";"ORIGINAL";"SWING";294;"UP";"Eb-maj";"4/4";"1964-04-10";"Joe Henderson";"A12";"Blues";"Blue Note";1964;589;117,3;1964
252;"Kenny Dorham";"Lady Bird";1;5;"tp";"HARDBOP";"FUNCTIONAL";"ORIGINAL";"SWING";211,6;"UP";"C-maj";"4/4";"1955-11-11";"T.Dameron";"A16";"";"Membran Music Ltd.";2005;483;91,7;1955
253;"Kenny Dorham";"Prince Albert";1;3;"tp";"HARDBOP";"FUNCTIONAL";"ORIGINAL";"SWING";152,9;"MEDIUM UP";"F-min";"4/4";"1955-11-11";"K.Dorham";"A8B8C8D12";"All the things you are";"Membran Music Ltd.";2005;738;173,6;1955
254;"Kenny Dorham";"Punjab";1;4;"tp";"POSTBOP";"COLOR";"ORIGINAL";"SWING";154,9;"MEDIUM UP";"D-chrom";"4/4";"1964-04-10";"Joe Henderson";"A10B8";"";"Blue Note";1964;477;110,7;1964
255;"Kenny Dorham";"Serenity";1;2;"tp";"POSTBOP";"FUNCTIONAL";"ORIGINAL";"SWING";154,9;"MEDIUM UP";"Eb-maj";"4/4";"1964-04-10";"Joe Henderson";"A14";"";"Blue Note";1964;181;44,5;1964
256;"Kenny Garrett";"Brother Hubbard";1;1;"as";"FUSION";"COLOR";"ORIGINAL";"FUNK";148;"MEDIUM UP";"D-min";"4/4";"07.-08.01.1997";"Kenny Garett";"A8A8B9";"";"Warner Bros. Records";1997;312;82,3;1997
257;"Kenny Garrett";"Brother Hubbard";2;2;"as";"FUSION";"COLOR";"ORIGINAL";"FUNK";143,2;"MEDIUM UP";"D-min";"4/4";"07.-08.01.1997";"Kenny Garett";"A8A8B9";"";"Warner Bros. Records";1997;452;108;1997
258;"Kenny Wheeler";"Double Vision";1;1;"tp";"POSTBOP";"COLOR";"ORIGINAL";"LATIN/FUNK";155,1;"MEDIUM UP";"D#-maj";"4/4";"1985-06-06";"Dave Holland";"open";"";"ECM";1985;323;89,5;1985
259;"Kenny Wheeler";"Pass It On";1;2;"tp";"FUSION";"MODAL";"ORIGINAL";"FUNK";105,7;"MEDIUM SLOW";"C-min";"4/4";"1991-04-29";"Dave Holland";"A4A4B4A8";"";"Novus";1992;264;70;1991
260;"Kenny Wheeler";"Slipped again";1;3;"tp";"POSTBOP";"BLUES";"ORIGINAL";"SWING";130,1;"MEDIUM";"F-maj";"4/4";"1991-04-29";"Thad Jones";"A12";"Blues";"Novus";1992;256;64;1991
261;"Kid Ory";"Got No Blues";1;1;"tb";"TRADITIONAL";"FUNCTIONAL";"ORIGINAL";"TWOBEAT";144,7;"MEDIUM UP";"F-maj";"4/4";"1927-12-09";"Lillian Hardin";"A8B8";"";"Pendragon Press, New York";2007;80;26,5;1927
262;"Kid Ory";"Gut Bucket Blues";1;1;"tb";"TRADITIONAL";"BLUES";"ORIGINAL";"TWOBEAT";149,8;"MEDIUM UP";"C-maj";"4/4";"1925-11-12";"Louis Armstrong";"A12";"Blues";"Pendragon Press, New York";2007;43;16,2;1925
263;"Kid Ory";"Muskrat Ramble";1;1;"tb";"TRADITIONAL";"FUNCTIONAL";"ORIGINAL";"TWOBEAT";184;"UP";"Ab-maj";"4/4";"1926-06-16";"Edward Ory";"A16";"";"Pendragon Press, New York";2007;52;18,1;1926
264;"Kid Ory";"Savoy Blues";1;1;"tb";"TRADITIONAL";"BLUES";"ORIGINAL";"TWOBEAT";129,6;"MEDIUM";"G-maj";"4/4";"1927-12-13";"Edward Ory";"A12";"Blues";"Pendragon Press, New York";2007;59;23;1927
265;"Kid Ory";"Who's it";1;1;"tb";"TRADITIONAL";"FUNCTIONAL";"ORIGINAL";"TWOBEAT";211,6;"UP";"C-maj";"4/4";"1926-06-16";"Beatrice Jones";"A32";"";"Pendragon Press, New York";2007;85;36,5;1926
266;"Lee Konitz";"All the Things You Are";1;3;"as";"COOL";"FUNCTIONAL";"GREAT AMERICAN SONGBOOK";"SWING";192,5;"UP";"Ab-maj";"4/4";"1955-06-11";"J. Kern, O. Hammerstein";"A8B8C8D12";"";"Membran Music Ltd.";2005;686;150,8;1955
267;"Lee Konitz";"Bop Goes to Leesel";1;6;"as";"COOL";"BLUES";"ORIGINAL";"SWING";229,2;"UP";"Bb-maj";"4/4";"1954-08-06";"Marsh";"A12";"Blues";"Membran Music Ltd.";2005;420;75,1;1954
268;"Lee Konitz";"Crosscurrent";1;1;"as";"COOL";"FUNCTIONAL";"ORIGINAL";"SWING";255,8;"UP";"F-maj";"4/4";"1949-03-04";"Lennie Tristano";"A8B8C8A8";"";"Membran Music Ltd.";2005;205;29,8;1949
269;"Lee Konitz";"I'll Remember April";1;3;"as";"COOL";"FUNCTIONAL";"GREAT AMERICAN SONGBOOK";"SWING";211,2;"UP";"G-maj";"4/4";"1954-08-06";"Raye/DePaul/Johnston";"A16B16A16";"";"Membran Music Ltd.";2005;830;155,4;1954
270;"Lee Konitz";"Marshmallow";1;1;"as";"COOL";"FUNCTIONAL";"ORIGINAL";"SWING";298,6;"UP";"Bb-maj";"4/4";"1949-06-28";"";"A8A8B8A8";"";"Quadromania";2005;352;51,6;1949
271;"Lee Konitz";"Mean to Me";1;2;"as";"COOL";"FUNCTIONAL";"GREAT AMERICAN SONGBOOK";"SWING";138,9;"MEDIUM";"Eb-maj";"4/4";"1954-08-06";"Turk - Ahlert";"A8A8B8A8";"";"Membran Music Ltd.";2005;556;139,4;1954
272;"Lee Konitz";"Tautology";1;2;"as";"COOL";"FUNCTIONAL";"ORIGINAL";"SWING";265,8;"UP";"F-maj";"4/4";"1949-09-27";"Lee Konitz";"A8B8C8A8";"";"Quadromania";2005;351;59,1;1949
273;"Lee Konitz";"Wow";1;1;"as";"COOL";"FUNCTIONAL";"ORIGINAL";"SWING";173,7;"MEDIUM UP";"F-maj";"4/4";"1949-03-04";"";"A8B8A8B8";"";"Membran Music Ltd.";2005;119;20,9;1949
274;"Lee Morgan";"Blue Train";1;1;"tp";"HARDBOP";"BLUES";"ORIGINAL";"SWING";133,6;"MEDIUM";"Eb-maj";"4/4";"1957-09-15";"John Coltrane";"A12";"Blues";"Blue Note";1985;616;107,2;1957
275;"Lee Morgan";"Just One of Those Things";1;2;"tp";"HARDBOP";"FUNCTIONAL";"GREAT AMERICAN SONGBOOK";"SWING";318,7;"UP";"D-min";"4/4";"1957-09-29";"Cole Porter";"A16A16B16A16";"";"Blue Note";1958;821;97;1957
276;"Lee Morgan";"The Sidewinder";1;3;"tp";"HARDBOP";"BLUES";"ORIGINAL";"LATIN";156,3;"MEDIUM UP";"Eb-maj";"4/4";"1963-12-21";"Lee Morgan";"A24";"Blues";"Blue Note";1989;396;112,6;1963
277;"Lee Morgan";"Totem Pole";1;2;"tp";"POSTBOP";"FUNCTIONAL";"ORIGINAL";"SWING";138,4;"MEDIUM";"Eb-min";"4/4";"1963-12-21";"Lee Morgan";"A8A8B8A8";"";"Blue Note";1989;410;111,1;1963
278;"Lester Young";"After Theatre Jump";1;2;"ts";"SWING";"FUNCTIONAL";"ORIGINAL";"SWING";176;"MEDIUM UP";"Db-maj";"4/4";"1944-03-22";"Wells";"A8A8B8A8";"I Got Rhythm";"Membran Music Ltd..";2005;305;87,2;1944
279;"Lester Young";"Body and Soul";1;1;"ts";"SWING";"FUNCTIONAL";"GREAT AMERICAN SONGBOOK";"SWING";79,2;"SLOW";"Db-maj";"4/4";"1942-07-15";"Heyman, Sour, Eyton, Green";"A8A8B8A8";"";"Proper Records";2000;238;97,2;1942
280;"Lester Young";"D.B. Blues";1;1;"ts";"SWING";"BLUES";"ORIGINAL";"SWING";151,1;"MEDIUM UP";"Bb-maj";"4/4";"1945-12-01";"L. Young/K. Pleasure";"A12";"Blues";"Membran Music Ltd..";2005;221;70,3;1945
281;"Lester Young";"Destination K.C.";1;2;"ts";"SWING";"FUNCTIONAL";"ORIGINAL";"SWING";246;"UP";"C-maj";"4/4";"1944-03-22";"Clayton";"A8A8B8A8";"I Got Rhythm";"Membran Music Ltd.";2005;257;62,5;1944
282;"Lester Young";"Dickie's Dream";1;1;"ts";"SWING";"FUNCTIONAL";"ORIGINAL";"SWING";229,3;"UP";"C-min";"4/4";"1939-09-05";"Basie-Young";"A8A8B8A8";"";"Membran Music Ltd.";2005;157;31,2;1939
283;"Lester Young";"Lester Leaps In";1;2;"ts";"SWING";"FUNCTIONAL";"ORIGINAL";"SWING";251,4;"UP";"Bb-maj";"4/4";"1939-09-05";"Lester Young";"A8A8B8C8";"I Got Rhythm";"Membran Music Ltd.";2005;299;60,9;1939
284;"Lester Young";"Six Cats and a Prince";1;2;"ts";"SWING";"FUNCTIONAL";"ORIGINAL";"SWING";220,1;"UP";"Bb-maj";"4/4";"1944-03-22";"Clayton";"A8A8B8A8";"";"Membran Music Ltd.";2005;310;69,8;1944
285;"Lionel Hampton";"Avalon";1;1;"vib";"SWING";"FUNCTIONAL";"GREAT AMERICAN SONGBOOK";"SWING";241;"UP";"Eb-maj";"4/4";"1937-02-03";"Jolson/Rose";"A8A8B8A8";"";"History/This is Music";1998;151;32;1937
286;"Lionel Hampton";"Dinah";1;2;"vib";"SWING";"FUNCTIONAL";"GREAT AMERICAN SONGBOOK";"SWING";199,5;"UP";"Ab-maj";"4/4";"1939-12-21";"Sam M. Lewis, Joe Youg, Harry Akst";"A8A8B8A8";"";"History/This is Music";1989;311;77,2;1939
287;"Lionel Hampton";"High Society";1;1;"vib";"SWING";"FUNCTIONAL";"GREAT AMERICAN SONGBOOK";"SWING";245,1;"UP";"Eb-maj";"4/4";"1939-04-03";"Porter Steele, Walter Melrose";"A16B16";"";"History/This is Music";1989;170;30,2;1939
288;"Lionel Hampton";"Memories of You";1;1;"vib";"SWING";"FUNCTIONAL";"GREAT AMERICAN SONGBOOK";"SWING";81,8;"MEDIUM SLOW";"Eb-maj";"4/4";"1939-06-13";"Andy Razaf, Eubie Blake";"A8A8B88";"";"History/This is Music";1989;378;93,5;1939
289;"Lionel Hampton";"Runnin' Wild";1;1;"vib";"SWING";"FUNCTIONAL";"GREAT AMERICAN SONGBOOK";"SWING";281,1;"UP";"Bb-maj";"4/4";"1937-02-03";"Grey/Wood/Gibs";"A8A8B8B8";"";"History/This is Music";1998;164;26,3;1937
290;"Lionel Hampton";"Whispering";1;1;"vib";"SWING";"FUNCTIONAL";"GREAT AMERICAN SONGBOOK";"SWING";99,5;"MEDIUM SLOW";"Eb-maj";"4/4";"1936-12-02";"Schonberger/Coburn/Rose";"A16B16";"";"History/This is Music";1998;152;38,2;1936
291;"Louis Armstrong";"Basin Street Blues";1;3;"tp";"TRADITIONAL";"BLUES";"GREAT AMERICAN SONGBOOK";"TWOBEAT";107,2;"MEDIUM SLOW";"Bb-maj";"4/4";"1928-12-04";"Williams";"A12";"Blues";"Giants of Jazz";1990;219;67,2;1928
292;"Louis Armstrong";"Big Butter and Egg Man";1;1;"cor";"TRADITIONAL";"FUNCTIONAL";"ORIGINAL";"TWOBEAT";196,7;"UP";"G-maj";"4/4";"1926-11-16";"Percy Venable";"A32";"";"Pendragon Press, New York";2007;173;40,1;1926
293;"Louis Armstrong";"Cornet Chop Suey";1;1;"cor";"TRADITIONAL";"FUNCTIONAL";"ORIGINAL";"TWOBEAT";192,2;"UP";"F-maj";"4/4";"1926-02-26";"Louis Armstrong";"A16";"";"Pendragon Press, New York";2007;92;19,4;1926
294;"Louis Armstrong";"Got No Blues";1;2;"cor";"TRADITIONAL";"FUNCTIONAL";"ORIGINAL";"TWOBEAT";142,8;"MEDIUM UP";"F-maj";"4/4";"1927-12-09";"Lillian Hardin";"A8B8";"";"Pendragon Press, New York";2007;192;57,2;1927
295;"Louis Armstrong";"Gut Bucket Blues";1;1;"cor";"TRADITIONAL";"BLUES";"ORIGINAL";"TWOBEAT";146;"MEDIUM UP";"C-maj";"4/4";"1925-11-12";"Louis Armstrong";"A12";"Blues";"Pendragon Press, New York";2007;48;20,7;1925
296;"Louis Armstrong";"Muskrat Ramble";1;1;"cor";"TRADITIONAL";"FUNCTIONAL";"ORIGINAL";"TWOBEAT";183,7;"UP";"Ab-maj";"4/4";"1926-06-16";"Edward Ory";"A16";"";"Pendragon Press, New York";2007;81;21,7;1926
297;"Louis Armstrong";"Once in a While";1;1;"cor";"TRADITIONAL";"FUNCTIONAL";"GREAT AMERICAN SONGBOOK";"TWOBEAT";197,7;"UP";"F-maj";"4/4";"1927-12-10";"William H. Butler";"A16";"";"Pendragon Press, New York";2007;193;40,6;1927
298;"Louis Armstrong";"Savoy Blues";1;2;"cor";"TRADITIONAL";"BLUES";"ORIGINAL";"TWOBEAT";129,3;"MEDIUM";"G-maj";"4/4";"1927-12-13";"Edward Ory";"A12";"Blues";"Pendragon Press, New York";2007;159;44,2;1927
299;"Michael Brecker";"Cabin Fever";1;16;"ts";"POSTBOP";"BLUES";"ORIGINAL";"SWING";299,9;"UP";"Bb-maj";"4/4";"1996";"Michael Brecker";"A12";"Blues";"Impulse! Records";1996;1122;154,5;1996
300;"Michael Brecker";"Confirmation";1;7;"ts";"POSTBOP";"FUNCTIONAL";"ORIGINAL";"SWING";208,9;"UP";"F-maj";"4/4";"1981";"Charlie Parker";"A8A8B8A8";"";"Stretch Records";1981;1640;262,9;1981
301;"Michael Brecker";"Delta City Blues";1;4;"ts";"POSTBOP";"BLUES";"ORIGINAL";"SWING";281,7;"UP";"Bb-maj";"4/4";"1998";"Michael Brecker";"A24";"Blues";"Impulse! Records";1998;521;83,8;1998
302;"Michael Brecker";"I Mean You";1;2;"ts";"POSTBOP";"FUNCTIONAL";"ORIGINAL";"SWING";180;"UP";"F-maj";"4/4";"12-14.04.1995";"Hawkins/Monk";"A8A8B8A8";"";"Impulse! Records";1995;551;84,9;1995
303;"Michael Brecker";"Midnight Voyage";1;2;"ts";"POSTBOP";"COLOR";"ORIGINAL";"SWING";125,6;"MEDIUM";"C-min";"4/4";"1996";"Joey Calderazzo";"A8A8B16A8";"";"impulse";1996;589;153,9;1996
304;"Michael Brecker";"Naked Soul";1;2;"ts";"POSTBOP";"COLOR";"ORIGINAL";"SWING";92,4;"MEDIUM SLOW";"";"4/4";"1996";"Michael Brecker";"A8B8C8D8";"";"Impulse! Records";1996;771;166,5;1996
305;"Michael Brecker";"Never Alone";1;1;"ts";"POSTBOP";"COLOR";"ORIGINAL";"BALLAD";48,8;"SLOW";"Ab";"4/4";"1990";"Michael Brecker";"A20B25";"";"GPR Records";1990;323;90,7;1990
306;"Michael Brecker";"Nothing Personal";1;5;"ts";"POSTBOP";"BLUES";"ORIGINAL";"SWING";243,8;"UP";"G-min";"4/4";"1987";"Grolnick";"A12";"Blues";"Impulse! Records";1987;672;118,6;1987
307;"Michael Brecker";"Peep";1;4;"ts";"POSTBOP";"COLOR";"ORIGINAL";"SWING";319,7;"UP";"";"4/4";"1990";"Brecker";"A38B34C8";"";"GRP Records / Stretch Records";1990;1010;146,2;1990
308;"Michael Brecker";"Song for Bilbao";1;2;"ts";"POSTBOP";"COLOR";"ORIGINAL";"SWING";184,1;"UP";"C-maj";"";"1996";"Pat Metheny";"A8A8B4A8";"";"Impulse! Records";1996;402;71,5;1996
309;"Miles Davis";"Agitation";1;5;"tp";"POSTBOP";"MODAL";"ORIGINAL";"SWING";252,8;"UP";"";"4/4";"20.22.01.1965";"M. Davis";"A4A4B4A4A4B4A4";"";"Columbia";1965;432;106,1;1965
310;"Miles Davis";"Airegin";1;3;"tp";"HARDBOP";"FUNCTIONAL";"ORIGINAL";"SWING";241,3;"UP";"Ab-maj";"4/4";"1954-06-29";"Sonny Rollins";"A8B12A8C8";"";"Prestige";1980;431;109;1954
311;"Miles Davis";"Bitches Brew";1;1;"tp";"FUSION";"COLOR";"ORIGINAL";"FUNK";97,5;"MEDIUM SLOW";"C-chrom";"4/4";"1969-08-19";"Miles Davis";"open";"";"CBS";1992;261;146,8;1969
312;"Miles Davis";"Bitches Brew";2;1;"tp";"FUSION";"COLOR";"ORIGINAL";"FUNK";99,6;"MEDIUM SLOW";"C-chrom";"4/4";"1969-08-19";"Miles Davis";"open";"";"CBS";1992;303;152,6;1969
313;"Miles Davis";"Blues by Five";1;8;"tp";"HARDBOP";"BLUES";"ORIGINAL";"SWING";177,9;"MEDIUM UP";"Bb-maj";"4/4";"1956-10-26";"Red Garland";"A12";"Blues";"Prestige";2007;371;130,6;1956
314;"Miles Davis";"Dolores";1;5;"tp";"POSTBOP";"COLOR";"ORIGINAL";"SWING";274,6;"UP";"";"4/4";"24-25.10.1966";"Shorter";"A8B6A8";"";"Columbia";1967;464;80,5;1966
315;"Miles Davis";"E.S.P.";1;6;"tp";"POSTBOP";"COLOR";"ORIGINAL";"SWING";291,4;"UP";"F-maj";"4/4";"September 1964?";"Shorter/Davis";"A16A16";"";"Columbia";1991;865;159,6;1964
316;"Miles Davis";"Eighty-One";1;6;"tp";"POSTBOP";"BLUES";"ORIGINAL";"SWING";138,3;"MEDIUM";"F-maj";"4/4";"September 1964?";"Carter/Davis";"A12";"Blues";"Columbia";1991;373;125,4;1964
317;"Miles Davis";"K.C. Blues";1;2;"tp";"BEBOP";"BLUES";"ORIGINAL";"SWING";120,1;"MEDIUM";"C-maj";"4/4";"1951-01-17";"Parker";"A12";"Blues";"Proper Records";2002;116;48,3;1951
318;"Miles Davis";"Miles Runs the Voodoo Down";1;1;"tp";"FUSION";"COLOR";"ORIGINAL";"FUNK";118,3;"MEDIUM";"F-maj";"4/4";"1969-08-20";"Miles Davis";"open";"";"CBS";1992;525;212,5;1969
319;"Miles Davis";"Miles Runs the Voodoo Down";2;1;"tp";"FUSION";"COLOR";"ORIGINAL";"FUNK";117,9;"MEDIUM";"F-maj";"4/4";"1969-08-20";"Miles Davis";"open";"";"CBS";1992;297;171,9;1969
320;"Miles Davis";"Oleo";1;2;"tp";"HARDBOP";"FUNCTIONAL";"ORIGINAL";"SWING";271,1;"UP";"Bb-maj";"4/4";"1956-10-26";"Sonny Rollins";"A8A8B8A8";"I Got Rhythm";"Prestige";1958;224;56,4;1956
321;"Miles Davis";"Oleo";2;2;"tp";"HARDBOP";"FUNCTIONAL";"ORIGINAL";"SWING";268;"UP";"Bb-maj";"4/4";"1956-10-26";"Sonny Rollins";"A8A8B8A8";"I Got Rhythm";"Prestige";1958;223;55,3;1956
322;"Miles Davis";"Orbits";1;1;"tp";"POSTBOP";"COLOR";"ORIGINAL";"SWING";264,3;"UP";"";"4/4";"24-25.10.1966";"Shorter";"open";"";"Columbia";1967;342;68,9;1966
323;"Miles Davis";"So What";1;2;"tp";"POSTBOP";"MODAL";"ORIGINAL";"SWING";138,5;"MEDIUM";"D-maj";"4/4";"1959-03-02";"Davis/Evans";"A8A8B8A8";"So What";"CBS";1962;221;112,1;1959
324;"Miles Davis";"Trane's Blues";1;5;"tp";"HARDBOP";"BLUES";"ORIGINAL";"SWING";164;"MEDIUM UP";"Bb-maj";"4/4";"1956-05-11";"John Coltrane";"A12";"Blues";"Giants of Jazz";1990;262;105,8;1956
325;"Miles Davis";"Tune Up";1;3;"tp";"HARDBOP";"FUNCTIONAL";"ORIGINAL";"SWING";281,5;"UP";"D-maj";"4/4";"1953-03-19";"Miles Davis";"A16B16";"";"";NA;409;82,7;1953
326;"Miles Davis";"Vierd Blues";1;3;"tp";"HARDBOP";"BLUES";"ORIGINAL";"SWING";114,7;"MEDIUM";"Bb-maj";"4/4";"1956-03-16";"";"A12";"Blues";"Prestige";1992;157;100,2;1956
327;"Miles Davis";"Walkin'";1;7;"tp";"HARDBOP";"BLUES";"ORIGINAL";"SWING";127,7;"MEDIUM";"F-maj";"4/4";"1954-04-29";"Miles Davis/Richard Carpenter";"A12";"Blues";"Prestige";1957;458;159,4;1954
